0	1	0.26589149102232595
0	2	0.6705414752697595
0	3	0.360442654254037
0	4	0.02942574451629219
0	5	0.4207579016028925
0	6	0.07187630004184396
0	7	0.2746921931732381
0	8	0.01267569532826606
0	9	0.03587432166082823
0	10	0.6848829472731718
0	11	0.19005665207153122
1	0	0.26589149102232595
1	2	0.17858358981378272
1	3	0.7376783594754042
1	4	0.007825891683553344
1	5	0.1118767188494092
1	6	0.01914032520440966
1	7	0.07305989944048401
1	8	0.003370938027039771
1	9	0.009551991610034597
1	10	0.38820886246866043
1	11	0.6826177774742579
2	0	0.6705414752697595
2	1	0.17858358981378272
2	3	0.2420543861869978
2	4	0.0438183736870223
2	5	0.6252585149420802
2	6	0.10714115368879841
2	7	0.40902236947303555
2	8	0.018842287400916667
2	9	0.05320053741607724
2	10	0.4595984350728329
2	11	0.128490985493561
3	0	0.360442654254037
3	1	0.7376783594754042
3	2	0.2420543861869978
3	4	0.010608136730034738
3	5	0.15165966722087187
3	6	0.02593887208460863
3	7	0.09903441497512938
3	8	0.004569579862072323
3	9	0.012946132866587417
3	10	0.5262572251495347
3	11	0.5168752410054079
4	0	0.02942574451629219
4	1	0.007825891683553344
4	2	0.0438183736870223
4	3	0.010608136730034738
4	5	0.06992358184589208
4	6	0.4065632133737997
4	7	0.10711565819462716
4	8	0.42442638717882236
4	9	0.7203262619137039
4	10	0.020153413970786613
4	11	0.0056590324076122075
5	0	0.4207579016028925
5	1	0.1118767188494092
5	2	0.6252585149420802
5	3	0.15165966722087187
5	4	0.06992358184589208
5	6	0.17051034867275872
5	7	0.652319960850394
5	8	0.030116873669028352
5	9	0.08508548724771493
5	10	0.2881729103453596
5	11	0.08034008841821234
6	0	0.07187630004184396
6	1	0.01914032520440966
6	2	0.10714115368879841
6	3	0.02593887208460863
6	4	0.4065632133737997
6	5	0.17051034867275872
6	7	0.2613892891515165
6	8	0.17293788763521928
6	9	0.4625054532610886
6	10	0.04924310323987794
6	11	0.013891034199077678
7	0	0.2746921931732381
7	1	0.07305989944048401
7	2	0.40902236947303555
7	3	0.09903441497512938
7	4	0.10711565819462716
7	5	0.652319960850394
7	6	0.2613892891515165
7	8	0.04604593686548526
7	9	0.12962360131543754
7	10	0.18813907485817302
7	11	0.05265107429399258
8	0	0.01267569532826606
8	1	0.003370938027039771
8	2	0.018842287400916667
8	3	0.004569579862072323
8	4	0.42442638717882236
8	5	0.030116873669028352
8	6	0.17293788763521928
8	7	0.04604593686548526
8	9	0.35018509432107825
8	10	0.008682955213847373
8	11	0.0024249039940058593
9	0	0.03587432166082823
9	1	0.009551991610034597
9	2	0.05320053741607724
9	3	0.012946132866587417
9	4	0.7203262619137039
9	5	0.08508548724771493
9	6	0.4625054532610886
9	7	0.12962360131543754
9	8	0.35018509432107825
9	10	0.02458918476165166
9	11	0.006835835819440877
10	0	0.6848829472731718
10	1	0.38820886246866043
10	2	0.4595984350728329
10	3	0.5262572251495347
10	4	0.020153413970786613
10	5	0.2881729103453596
10	6	0.04924310323987794
10	7	0.18813907485817302
10	8	0.008682955213847373
10	9	0.02458918476165166
10	11	0.27623868835652915
11	0	0.19005665207153122
11	1	0.6826177774742579
11	2	0.128490985493561
11	3	0.5168752410054079
11	4	0.0056590324076122075
11	5	0.08034008841821234
11	6	0.013891034199077678
11	7	0.05265107429399258
11	8	0.0024249039940058593
11	9	0.006835835819440877
11	10	0.27623868835652915
