0	0	0.01393635449581654
0	1	0.1266604247165328
0	2	0.32283969591943296
0	3	0.015747156248729334
0	4	0.03986665851301154
0	5	0.05586562827152309
0	6	0.2626758190769517
0	7	0.162408262758002
1	0	0.01393635449581654
1	1	0.1266604247165328
1	2	0.32283969591943296
1	3	0.015747156248729334
1	4	0.03986665851301154
1	5	0.05586562827152309
1	6	0.2626758190769517
1	7	0.162408262758002
2	0	0.08440399832222797
2	1	0.03583192907341245
2	2	0.32531192623624905
2	3	0.01810066423260398
2	4	0.05467631264276256
2	5	0.010936433723884198
2	6	0.2954784178025247
2	7	0.17526031796633493
3	0	0.08440399832222797
3	1	0.03583192907341245
3	2	0.32531192623624905
3	3	0.01810066423260398
3	4	0.05467631264276256
3	5	0.010936433723884198
3	6	0.2954784178025247
3	7	0.17526031796633493
4	0	0.01752106430424385
4	1	0.020431380620668592
4	2	0.05954676762777972
4	3	0.11230114384034752
4	4	0.10200780956912552
4	5	0.3848348279623805
4	6	0.28173921362734805
4	7	0.021617792448106188
5	0	0.01752106430424385
5	1	0.020431380620668592
5	2	0.05954676762777972
5	3	0.11230114384034752
5	4	0.10200780956912552
5	5	0.3848348279623805
5	6	0.28173921362734805
5	7	0.021617792448106188
6	0	0.023668000052060476
6	1	0.052727034479054184
6	2	0.3642779978507044
6	3	0.04255416018386554
6	4	0.07518145885777919
6	5	0.11485282392962727
6	6	0.2067187296201285
6	7	0.12001979502678052
7	0	0.023668000052060476
7	1	0.052727034479054184
7	2	0.3642779978507044
7	3	0.04255416018386554
7	4	0.07518145885777919
7	5	0.11485282392962727
7	6	0.2067187296201285
7	7	0.12001979502678052
8	0	0.023668000052060476
8	1	0.052727034479054184
8	2	0.3642779978507044
8	3	0.04255416018386554
8	4	0.07518145885777919
8	5	0.11485282392962727
8	6	0.2067187296201285
8	7	0.12001979502678052
9	0	0.023668000052060476
9	1	0.052727034479054184
9	2	0.3642779978507044
9	3	0.04255416018386554
9	4	0.07518145885777919
9	5	0.11485282392962727
9	6	0.2067187296201285
9	7	0.12001979502678052
10	0	0.023668000052060476
10	1	0.052727034479054184
10	2	0.3642779978507044
10	3	0.04255416018386554
10	4	0.07518145885777919
10	5	0.11485282392962727
10	6	0.2067187296201285
10	7	0.12001979502678052
11	0	0.023668000052060476
11	1	0.052727034479054184
11	2	0.3642779978507044
11	3	0.04255416018386554
11	4	0.07518145885777919
11	5	0.11485282392962727
11	6	0.2067187296201285
11	7	0.12001979502678052
